SEASON,MONTH,HOUR,HOLIDAY,WEEKDAY,WORKINGDAY,WEATHERSIT,TEMP,ATEMP,HUM,WINDSPEED,USERS
4,11,12,0,6,0,1,0.44,0.4394,0.51,0,309
1,1,19,0,4,1,1,0.22,0.2576,0.55,0.0896,112
2,6,5,0,3,1,1,0.48,0.4697,0.77,0,38
3,9,22,0,6,0,2,0.66,0.5909,0.89,0,78
3,7,22,0,3,1,1,0.72,0.6667,0.48,0,180
1,3,19,0,6,0,1,0.46,0.4545,0.33,0.1642,225
1,2,14,0,4,1,1,0.4,0.4091,0.76,0.1045,141
4,11,4,0,2,1,2,0.34,0.3333,0.66,0.194,6
4,11,2,0,6,0,1,0.3,0.3182,0.81,0.1045,23
2,5,5,0,1,1,1,0.46,0.4545,0.88,0.1045,23
1,1,0,0,2,1,2,0.16,0.1364,0.69,0.2836,9
1,3,21,0,5,1,1,0.62,0.6212,0.46,0.1045,113
2,6,4,0,2,1,1,0.54,0.5152,0.6,0.2537,3
2,3,21,0,5,1,2,0.3,0.303,0.39,0.1642,75
2,5,5,0,0,0,1,0.5,0.4848,0.72,0.1045,8
2,5,12,0,4,1,1,0.58,0.5455,0.6,0.2239,207
1,1,19,0,6,0,2,0.18,0.1515,0.8,0.3881,85
1,1,13,0,6,0,1,0.34,0.3182,0.57,0.2537,373
1,2,9,0,4,1,1,0.2,0.197,0.59,0.2239,238
2,5,16,0,1,1,1,0.66,0.6212,0.61,0.2239,269
2,4,4,0,0,0,2,0.36,0.3636,0.93,0.1045,5
2,5,20,0,2,1,1,0.54,0.5152,0.6,0.1343,291
2,3,5,0,1,1,1,0.44,0.4394,0.77,0.1642,36
3,6,13,0,1,1,2,0.72,0.6667,0.58,0.2239,164
3,7,9,0,6,0,1,0.66,0.6212,0.74,0.194,282
3,6,8,0,1,1,1,0.66,0.6212,0.74,0.194,447
4,10,6,0,3,1,2,0.6,0.5152,0.94,0.1343,177
1,3,19,0,4,1,2,0.6,0.6212,0.4,0.4478,416
4,10,16,0,2,1,1,0.68,0.6364,0.44,0.0896,541
3,8,10,0,2,1,1,0.7,0.6667,0.79,0.1045,208
4,11,19,0,5,1,1,0.4,0.4091,0.37,0.3582,196
1,1,7,0,3,1,1,0.02,0.0455,0.44,0.194,152
4,11,2,0,3,1,1,0.3,0.3333,0.87,0,2
1,3,16,0,6,0,1,0.46,0.4545,0.41,0.4478,244
1,1,1,0,6,0,2,0.18,0.2121,0.55,0.0896,16
2,5,23,0,4,1,1,0.7,0.6515,0.65,0.194,90
1,3,10,0,3,1,1,0.56,0.5303,0.56,0.1045,188
3,9,22,0,4,1,1,0.6,0.5909,0.69,0.1343,251
2,4,14,0,6,0,1,0.5,0.4848,0.22,0.2985,578
1,12,13,0,5,1,2,0.36,0.3485,0.53,0.1343,207
2,4,22,0,6,0,2,0.36,0.3485,0.93,0.1343,87
2,4,19,0,4,1,1,0.54,0.5152,0.32,0,259
3,8,14,0,4,1,2,0.72,0.697,0.74,0,113
3,7,2,0,0,0,1,0.68,0.6364,0.69,0.0896,96
1,1,16,0,2,1,2,0.16,0.1515,0.86,0.2239,76
4,11,14,0,4,1,1,0.44,0.4394,0.18,0.4179,182
4,10,1,0,3,1,1,0.54,0.5152,0.68,0,27
2,5,6,0,1,1,3,0.52,0.5,0.94,0.2985,65
1,1,20,0,0,0,1,0.3,0.2727,0.39,0.3582,22
2,4,15,0,6,0,1,0.6,0.5909,0.73,0.3881,397
4,10,19,0,4,1,2,0.56,0.5303,0.68,0.2985,513
1,1,15,0,3,1,2,0.34,0.3485,0.87,0.0896,79
2,6,12,0,2,1,2,0.54,0.5152,0.56,0.2239,247
3,7,16,0,0,0,1,0.86,0.7879,0.41,0.2239,495
1,2,22,0,5,1,1,0.26,0.2121,0.48,0.4478,50
2,5,11,0,3,1,1,0.7,0.6515,0.54,0.1343,267
3,6,20,0,6,0,1,0.82,0.7727,0.52,0.1642,292
2,5,3,0,2,1,2,0.64,0.5606,0.94,0,4
3,7,15,0,6,0,1,0.8,0.7576,0.55,0.1642,560
3,9,16,0,5,1,2,0.52,0.5,0.48,0.1642,358
3,7,22,0,0,0,1,0.78,0.7576,0.66,0,98
1,2,21,0,5,1,1,0.28,0.2576,0.48,0.3881,63
4,10,12,0,3,1,2,0.52,0.5,0.48,0.1642,332
3,9,18,0,4,1,3,0.64,0.5606,0.94,0.3582,68
1,1,17,0,2,1,1,0.3,0.3333,0.45,0,222
4,10,2,0,4,1,1,0.46,0.4545,0.82,0.194,14
2,4,6,0,2,1,2,0.48,0.4697,0.88,0.3284,38
1,1,23,0,6,0,2,0.46,0.4545,0.88,0.2985,39
4,11,2,0,1,1,1,0.2,0.2576,0.69,0,5
3,8,13,0,0,0,3,0.66,0.6061,0.78,0.4179,541
2,3,20,0,4,1,1,0.62,0.5909,0.73,0.2836,424
2,3,6,0,4,1,2,0.28,0.2727,0.93,0.2239,41
3,8,19,0,0,0,1,0.74,0.6515,0.4,0.1343,465
4,11,6,0,5,1,1,0.24,0.2879,0.81,0,20
3,7,12,0,2,1,1,0.8,0.7273,0.46,0,248
1,2,7,0,0,0,1,0.24,0.2424,0.65,0.1642,8
4,9,18,0,5,1,1,0.58,0.5455,0.49,0.3582,511
4,10,2,0,2,1,3,0.36,0.3333,0.87,0.2537,7
3,7,23,0,6,0,1,0.8,0.7727,0.59,0.1045,104
2,5,20,0,2,1,3,0.64,0.6061,0.73,0.1343,263
1,12,1,0,6,0,1,0.26,0.2121,0.44,0.4478,35
1,1,12,0,4,1,2,0.3,0.3333,0.42,0,84
4,10,17,0,1,1,1,0.52,0.5,0.68,0.1343,614
1,12,16,0,5,1,1,0.38,0.3939,0.5,0.2985,181
1,1,18,0,0,0,1,0.18,0.1818,0.29,0.2239,120
2,4,15,0,5,1,3,0.34,0.3333,0.87,0.194,75
2,5,9,0,3,1,2,0.62,0.6061,0.69,0.194,305
3,9,7,0,1,1,2,0.5,0.4848,0.82,0.2239,332
3,9,18,0,3,1,1,0.72,0.6818,0.62,0.1642,586
4,10,18,0,6,0,2,0.56,0.5303,0.64,0.2836,456
2,5,0,0,5,1,1,0.46,0.4545,0.55,0.1045,64
2,6,12,0,4,1,2,0.66,0.6212,0.61,0.2239,265
3,7,12,0,5,1,1,0.96,0.8636,0.31,0.2836,135
1,12,8,1,2,0,2,0.24,0.2879,0.87,0,11
3,6,20,0,1,1,1,0.7,0.6515,0.65,0.1045,305
2,5,17,0,1,1,2,0.66,0.6212,0.69,0.2537,508
4,11,14,0,3,1,1,0.46,0.4545,0.33,0.194,413
1,2,21,0,0,0,2,0.32,0.3485,0.53,0,56
4,11,4,0,0,0,1,0.22,0.2727,0.44,0,2
2,4,19,0,4,1,1,0.46,0.4545,0.28,0.2836,324
4,11,21,0,6,0,2,0.36,0.3485,0.62,0.194,108
4,11,17,0,6,0,1,0.5,0.4848,0.45,0.194,501
3,9,5,1,1,0,2,0.66,0.6212,0.74,0.1642,6
3,7,22,0,0,0,1,0.72,0.697,0.74,0.1045,130
2,5,15,0,4,1,1,0.56,0.5303,0.26,0.4925,147
4,9,0,0,1,1,1,0.46,0.4545,0.63,0.194,64
4,10,2,0,0,0,1,0.42,0.4242,0.54,0.1343,65
4,10,9,0,0,0,3,0.4,0.4091,0.71,0.1343,86
2,5,2,0,0,0,2,0.52,0.5,1,0.1343,50
4,10,9,0,6,0,1,0.36,0.3636,0.5,0.0896,266
1,2,22,0,3,1,1,0.34,0.3485,0.49,0.1045,107
1,12,13,0,0,0,1,0.32,0.303,0.39,0.2239,186
2,6,13,0,3,1,2,0.7,0.6364,0.45,0.3881,255
1,3,15,0,3,1,2,0.4,0.4091,0.76,0.2537,101
1,1,9,0,4,1,2,0.22,0.2727,0.69,0,227
3,7,12,0,0,0,1,0.76,0.697,0.55,0.2836,420
3,6,7,0,4,1,1,0.62,0.6061,0.61,0.1045,508
3,7,8,0,0,0,1,0.78,0.7424,0.62,0.1045,142
4,12,15,0,5,1,2,0.32,0.303,0.45,0.2985,153
3,8,10,0,5,1,1,0.74,0.6515,0.33,0.1045,130
3,7,3,0,4,1,1,0.72,0.6818,0.7,0.1045,5
3,8,9,0,6,0,1,0.68,0.6364,0.79,0.194,271
2,5,7,0,5,1,1,0.42,0.4242,0.5,0.2537,351
4,11,6,0,3,1,2,0.44,0.4394,1,0,69
3,9,3,0,6,0,1,0.46,0.4545,0.72,0.1343,28
3,9,12,0,2,1,1,0.72,0.6667,0.58,0.2239,187
4,10,23,0,5,1,3,0.3,0.2727,0.81,0.3284,39
3,7,22,0,2,1,1,0.76,0.697,0.55,0.1343,158
3,6,17,0,4,1,1,0.88,0.7424,0.22,0.194,705
3,9,6,0,6,0,2,0.66,0.5909,0.89,0.2836,34
2,5,23,0,4,1,1,0.6,0.5606,0.83,0,121
4,10,22,0,6,0,1,0.5,0.4848,0.77,0,149
1,1,7,0,6,0,2,0.16,0.1818,0.74,0.1045,9
4,10,5,0,4,1,3,0.64,0.5758,0.89,0.1045,39
3,8,22,0,4,1,1,0.72,0.6667,0.51,0.1642,254
2,5,20,0,3,1,1,0.66,0.6212,0.65,0.2537,459
1,12,12,1,1,0,1,0.36,0.3182,0.43,0.4627,100
4,11,17,0,0,0,1,0.44,0.4394,0.62,0.1642,256
2,4,4,0,2,1,3,0.5,0.4848,0.88,0.4925,2
4,10,19,0,6,0,1,0.24,0.2121,0.87,0.3582,39
3,8,15,0,5,1,1,0.76,0.697,0.55,0.2537,210
2,3,20,0,5,1,1,0.66,0.6212,0.47,0.1343,445
2,5,8,0,4,1,1,0.42,0.4242,0.5,0.2537,440
1,2,13,0,4,1,1,0.3,0.2727,0.42,0.3284,154
1,1,14,0,1,1,2,0.2,0.197,0.4,0.2239,47
3,7,3,0,0,0,1,0.8,0.7727,0.59,0.1045,35
4,11,4,0,2,1,1,0.3,0.3333,0.87,0,4
4,11,17,0,1,1,1,0.42,0.4242,0.32,0,553
3,9,8,0,3,1,3,0.62,0.5455,0.94,0.0896,328
4,9,6,0,4,1,2,0.6,0.5455,0.88,0.0896,111
1,3,17,0,6,0,1,0.36,0.3788,0.23,0,354
3,7,16,0,5,1,1,0.96,0.8636,0.3,0.3881,233
4,12,7,0,0,0,1,0.2,0.2121,0.59,0.1642,12
1,1,21,0,3,1,2,0.2,0.2576,0.44,0,90
3,9,6,0,6,0,1,0.68,0.6364,0.79,0,36
4,10,15,0,3,1,2,0.72,0.6818,0.62,0.1642,319
1,2,4,0,6,0,1,0.24,0.2576,0.81,0.0896,6
1,12,6,0,0,0,1,0.16,0.197,0.64,0.0896,9
2,3,23,0,3,1,1,0.54,0.5152,0.68,0.1343,93
1,3,19,0,3,1,1,0.54,0.5152,0.42,0.3582,361
1,12,20,0,6,0,1,0.26,0.2727,0.56,0.1343,24
4,9,19,0,5,1,3,0.62,0.6212,0.5,0.2537,508
2,5,13,0,4,1,1,0.6,0.5909,0.69,0.194,265
2,4,14,0,3,1,2,0.42,0.4242,0.77,0.2537,106
2,5,4,1,1,0,1,0.62,0.5455,0.94,0.1642,6
4,10,5,0,4,1,2,0.54,0.5152,1,0.1045,17
3,7,2,0,5,1,1,0.7,0.6667,0.79,0.1343,26
1,2,16,0,0,0,1,0.48,0.4697,0.44,0.1642,268
2,4,4,0,0,0,2,0.34,0.3485,0.81,0.0896,12
2,4,21,0,1,1,1,0.56,0.5303,0.37,0.2836,151
2,5,12,0,1,1,1,0.66,0.6212,0.54,0.0896,209
4,9,2,0,2,1,1,0.62,0.5455,0.94,0.1045,11
3,8,6,0,3,1,2,0.7,0.6667,0.84,0.1642,173
1,3,13,0,0,0,1,0.42,0.4242,0.41,0.2985,464
2,4,18,0,6,0,2,0.5,0.4848,0.94,0.3881,38
2,4,11,0,5,1,2,0.4,0.4091,0.62,0.3881,98
4,11,15,0,1,1,1,0.56,0.5303,0.37,0.1045,170
2,5,2,0,1,1,1,0.5,0.4848,0.77,0.194,6
3,7,3,0,2,1,2,0.7,0.6667,0.79,0,8
2,5,19,0,1,1,1,0.58,0.5455,0.83,0.2537,308
3,7,11,0,0,0,2,0.66,0.6212,0.74,0,505
2,4,13,0,0,0,1,0.66,0.6212,0.44,0.2836,681
2,6,17,0,4,1,2,0.64,0.5909,0.78,0.1045,272
3,7,18,0,1,1,1,0.76,0.7121,0.58,0.4179,812
1,1,15,0,3,1,1,0.36,0.3788,0.46,0,155
2,3,18,0,0,0,1,0.3,0.2879,0.33,0.194,137
1,1,10,0,5,1,2,0.22,0.2121,0.44,0.2836,97
2,3,14,0,1,1,2,0.54,0.5152,0.64,0.2239,101
1,12,0,0,4,1,3,0.26,0.2273,0.87,0.2985,3
4,9,1,0,2,1,1,0.44,0.4394,0.72,0.1343,13
1,3,8,0,1,1,1,0.34,0.3333,0.61,0.1343,564
2,6,19,0,0,0,1,0.68,0.6364,0.65,0.1642,357
3,7,23,0,5,1,1,0.78,0.7121,0.52,0.1045,116
1,1,14,0,0,0,1,0.22,0.1818,0.32,0.4627,72
4,12,18,0,4,1,1,0.36,0.3636,0.43,0.1045,405
2,5,12,0,3,1,1,0.7,0.6515,0.54,0,253
2,4,2,1,1,0,1,0.6,0.6061,0.64,0.2537,14
4,11,6,0,4,1,1,0.34,0.3333,0.61,0.1642,148
4,11,17,0,2,1,1,0.52,0.5,0.43,0.1642,499
2,5,5,0,4,1,1,0.56,0.5303,0.68,0.3284,35
4,12,18,0,6,0,1,0.4,0.4091,0.87,0.1045,304
1,2,4,0,1,1,1,0.18,0.2121,0.8,0.1045,2
3,8,16,0,3,1,1,0.8,0.7576,0.55,0.2836,479
4,9,18,0,5,1,2,0.64,0.6212,0.5,0.2239,667
4,10,16,0,2,1,2,0.5,0.4848,0.72,0.1642,424
3,6,12,0,5,1,2,0.92,0.8788,0.4,0.2537,226
3,8,16,0,4,1,1,0.72,0.7121,0.84,0,121
2,6,18,0,6,0,2,0.74,0.6515,0.3,0.1642,341
4,12,22,0,4,1,3,0.34,0.3333,0.87,0.194,21
2,3,10,0,6,0,2,0.4,0.4091,0.76,0.1343,313
3,6,15,0,6,0,1,0.74,0.6667,0.45,0,392
3,8,7,0,4,1,1,0.64,0.6061,0.73,0,532
1,3,2,0,1,1,1,0.38,0.3939,0.54,0.1045,9
1,12,9,0,4,1,2,0.38,0.3939,0.87,0.0896,228
2,3,4,0,5,1,1,0.18,0.2121,0.74,0.1045,5
3,8,4,0,4,1,1,0.64,0.6061,0.73,0.2239,9
3,8,7,0,2,1,1,0.72,0.697,0.74,0.1045,343
2,6,15,0,2,1,1,0.64,0.6212,0.47,0.1642,178
4,12,10,0,4,1,2,0.4,0.4091,0.58,0.2985,109
1,2,1,0,4,1,2,0.46,0.4545,0.55,0,17
3,7,14,0,1,1,1,0.86,0.7576,0.34,0.2239,230
1,3,20,0,1,1,1,0.3,0.303,0.33,0.1642,92
2,6,21,0,1,1,1,0.64,0.6061,0.73,0.1642,206
4,12,6,0,0,0,1,0.16,0.2273,0.59,0,10
2,5,7,0,3,1,1,0.54,0.5152,0.88,0.194,274
1,1,20,0,1,1,1,0.14,0.1364,0.59,0.194,81
4,12,4,0,5,1,1,0.22,0.2727,0.8,0,3
1,2,4,0,2,1,1,0.32,0.2879,0.42,0.3582,2
3,8,4,0,3,1,1,0.64,0.6061,0.73,0,5
2,6,10,0,1,1,1,0.64,0.6212,0.41,0.4627,187
2,4,3,0,0,0,1,0.4,0.4091,0.66,0.1343,25
4,11,6,0,0,0,1,0.26,0.2879,0.81,0.0896,16
2,4,3,0,0,0,1,0.5,0.4848,0.94,0.0896,24
2,5,7,0,4,1,1,0.46,0.4545,0.88,0.1343,297
4,10,1,0,6,0,1,0.4,0.4091,0.62,0.194,70
2,4,20,0,1,1,2,0.52,0.5,0.59,0.194,309
3,7,4,0,4,1,1,0.64,0.5758,0.89,0.1045,4
2,5,19,0,2,1,1,0.7,0.6515,0.54,0.1343,487
2,5,3,0,5,1,1,0.46,0.4545,0.72,0.0896,14
2,5,0,0,6,0,1,0.52,0.5,0.77,0.1045,98
2,3,16,0,3,1,1,0.58,0.5455,0.73,0,378
2,6,13,0,6,0,1,0.8,0.7576,0.55,0.194,387
2,4,3,0,4,1,1,0.36,0.3485,0.66,0.194,3
2,3,3,0,5,1,1,0.34,0.3333,0.61,0.1343,7
1,2,8,0,4,1,1,0.2,0.197,0.64,0.2537,484
2,4,6,0,4,1,1,0.36,0.3333,0.46,0.3284,126
3,8,4,0,6,0,2,0.66,0.6212,0.69,0.1045,12
1,3,0,0,5,1,2,0.2,0.197,0.55,0.194,12
2,3,23,0,3,1,3,0.32,0.3333,0.9,0,26
1,1,14,0,6,0,1,0.24,0.2121,0.41,0.2985,231
4,10,11,0,1,1,2,0.6,0.5909,0.73,0.3881,263
3,7,4,0,6,0,1,0.74,0.7121,0.74,0.1642,16
1,12,8,0,4,1,2,0.2,0.2576,0.64,0,210
4,10,2,0,3,1,2,0.62,0.5455,0.94,0,9
2,6,6,0,5,1,1,0.54,0.5152,0.83,0.1343,151
3,7,0,0,0,0,1,0.76,0.697,0.55,0.0896,113
2,4,5,0,6,0,1,0.32,0.3182,0.33,0.1642,2
3,7,14,0,6,0,1,0.84,0.7424,0.36,0.1343,373
1,2,8,0,5,1,2,0.38,0.3939,0.76,0.3284,469
3,8,5,0,4,1,1,0.66,0.5909,0.89,0.1343,41
1,1,1,0,2,1,1,0.16,0.1818,0.59,0.1045,2
1,3,12,0,0,0,1,0.36,0.3636,0.4,0.1045,228
1,2,19,0,0,0,1,0.4,0.4091,0.54,0.1343,102
3,9,4,0,1,1,1,0.5,0.4848,0.77,0,11
3,7,1,0,2,1,1,0.7,0.6667,0.79,0.1045,12
2,6,0,0,3,1,1,0.7,0.6667,0.79,0.194,53
2,5,10,0,3,1,2,0.62,0.6061,0.69,0.2836,177
3,7,3,0,2,1,1,0.66,0.6061,0.83,0.0896,6
2,4,19,0,4,1,1,0.58,0.5455,0.46,0.1343,586
1,1,1,0,4,1,2,0.28,0.3182,0.75,0,21
1,1,13,0,1,1,2,0.16,0.2273,0.59,0,54
3,7,13,0,5,1,2,0.8,0.7121,0.38,0.1343,374
4,11,20,0,2,1,2,0.48,0.4697,0.82,0.1343,238
2,4,1,0,6,0,1,0.26,0.2727,0.65,0.1343,32
4,11,18,0,6,0,1,0.36,0.3636,0.5,0.1045,271
1,1,12,0,6,0,1,0.42,0.4242,0.77,0.2836,84
4,10,16,0,0,0,3,0.36,0.3485,0.87,0.194,206
3,7,6,0,3,1,1,0.7,0.6515,0.54,0.2239,123
2,5,19,0,6,0,1,0.56,0.5303,0.43,0.194,267
4,9,2,0,2,1,1,0.42,0.4242,0.77,0.1343,14
4,10,22,0,6,0,1,0.5,0.4848,0.36,0.1343,166
2,5,13,0,3,1,1,0.7,0.6515,0.51,0,289
2,5,3,0,4,1,1,0.6,0.5455,0.88,0.0896,4
4,12,20,0,0,0,1,0.22,0.2424,0.55,0.1045,72
4,10,18,0,4,1,2,0.48,0.4697,0.67,0.4627,240
1,1,7,0,6,0,1,0.14,0.1515,0.5,0.1343,24
2,5,4,0,6,0,1,0.44,0.4394,0.67,0.1045,9
4,9,3,0,5,1,2,0.6,0.5606,0.83,0.1343,7
1,3,9,0,3,1,1,0.28,0.2576,0.56,0.2985,148
4,12,16,0,6,0,1,0.4,0.4091,0.5,0.1343,413
4,12,7,0,5,1,1,0.22,0.2576,0.87,0.0896,205
3,9,2,1,1,0,1,0.66,0.5909,0.89,0.1045,40
2,4,9,0,2,1,3,0.52,0.5,0.63,0.0896,162
1,3,2,0,2,1,1,0.24,0.2121,0.65,0.3881,4
2,4,5,0,1,1,1,0.46,0.4545,0.94,0.194,13
3,8,1,0,6,0,1,0.66,0.6061,0.78,0.1642,67
1,1,11,0,1,1,2,0.2,0.2273,0.93,0.0896,62
3,8,1,0,0,0,1,0.64,0.5758,0.89,0.194,134
2,5,1,0,4,1,1,0.6,0.5455,0.88,0.0896,30
4,12,20,0,4,1,1,0.34,0.3485,0.46,0.1045,190
3,8,10,0,3,1,3,0.74,0.6818,0.58,0.0896,68
3,8,3,0,1,1,3,0.7,0.6515,0.65,0.1343,5
2,4,20,0,1,1,1,0.66,0.6212,0.61,0.2836,237
2,6,22,0,2,1,1,0.58,0.5455,0.6,0.2239,188
3,7,23,1,3,0,2,0.78,0.697,0.43,0.0896,183
1,3,18,0,2,1,1,0.32,0.3182,0.39,0.194,224
1,2,2,0,2,1,1,0.28,0.2273,0.41,0.6866,3
4,11,17,0,6,0,1,0.38,0.3939,0.4,0.1642,403
3,8,3,0,0,0,2,0.64,0.5758,0.89,0.2537,53
3,9,22,0,0,0,1,0.62,0.6061,0.69,0.3881,95
4,12,20,0,5,1,2,0.32,0.3182,0.45,0.194,152
1,1,17,0,5,1,1,0.28,0.2424,0.33,0.4179,332
1,2,21,0,3,1,1,0.52,0.5,0.52,0.1642,233
4,12,22,0,1,1,2,0.42,0.4242,0.94,0.1343,54
1,3,11,0,1,1,2,0.26,0.2727,0.56,0.1343,103
3,8,23,0,4,1,2,0.7,0.6667,0.74,0.1343,114
2,5,12,0,6,0,1,0.6,0.6212,0.4,0.194,373
1,1,16,0,3,1,1,0.22,0.197,0.44,0.3284,68
4,10,5,0,6,0,1,0.42,0.4242,0.88,0.1045,8
1,3,1,0,5,1,1,0.34,0.3182,0.49,0.2239,20
4,12,17,0,2,1,1,0.32,0.303,0.53,0.2239,601
2,4,10,0,5,1,1,0.5,0.4848,0.77,0.194,237
4,10,8,0,5,1,2,0.54,0.5152,0.94,0.1045,467
1,2,11,0,2,1,1,0.34,0.3182,0.36,0.2537,163
2,5,15,0,0,0,2,0.5,0.4848,0.72,0,266
1,2,12,0,1,1,1,0.56,0.5303,0.22,0.4478,126
2,5,22,0,3,1,1,0.38,0.3939,0.62,0.2239,89
3,7,16,0,5,1,1,0.92,0.8182,0.29,0.1045,369
1,3,8,0,3,1,2,0.24,0.2424,0.87,0.1343,249
3,9,14,0,6,0,2,0.72,0.6818,0.66,0.1642,380
3,7,0,0,0,0,2,0.6,0.5455,0.88,0.1045,113
1,2,17,0,6,0,1,0.42,0.4242,0.19,0.6119,127
2,5,7,0,2,1,2,0.54,0.5152,0.88,0.2239,265
2,6,11,0,0,0,1,0.62,0.6212,0.57,0.1045,546
1,3,15,0,6,0,1,0.34,0.3636,0.25,0,406
3,9,19,0,6,0,1,0.7,0.6515,0.58,0.1343,315
3,7,17,0,0,0,1,0.8,0.7727,0.59,0.4925,436
1,1,13,1,1,0,1,0.3,0.2727,0.36,0.2985,176
2,6,17,0,5,1,3,0.7,0.6515,0.7,0.2537,227
3,7,4,0,0,0,1,0.64,0.6061,0.69,0.194,13
2,4,14,0,4,1,1,0.5,0.4848,0.34,0.3881,228
4,10,17,0,0,0,1,0.58,0.5455,0.49,0.4627,405
2,6,6,0,2,1,1,0.48,0.4697,0.82,0.2537,184
2,4,5,0,6,0,2,0.38,0.3939,0.87,0.2836,4
4,10,15,0,3,1,2,0.52,0.5,0.77,0,70
1,3,18,0,2,1,1,0.6,0.5909,0.69,0.2537,801
3,7,13,0,4,1,1,0.76,0.6667,0.33,0.3284,177
3,6,17,0,3,1,1,0.82,0.7121,0.26,0.4179,570
3,7,2,0,5,1,1,0.62,0.6061,0.69,0,13
4,11,5,0,2,1,2,0.3,0.2879,0.81,0.2239,31
3,8,9,0,1,1,2,0.74,0.6667,0.45,0,305
1,12,11,0,5,1,1,0.4,0.4091,0.58,0.4478,174
2,5,16,0,2,1,1,0.68,0.6364,0.65,0.1642,374
3,7,13,0,6,0,2,0.96,0.8636,0.31,0.2537,360
3,7,6,0,6,0,1,0.62,0.6061,0.69,0.1045,32
2,6,8,0,3,1,1,0.58,0.5455,0.53,0.1343,498
3,8,20,0,5,1,1,0.8,0.7424,0.49,0.1343,356
3,9,3,0,4,1,1,0.7,0.6667,0.84,0.1045,9
2,4,14,0,2,1,2,0.36,0.3182,0.57,0.4925,76
3,9,0,0,1,1,2,0.52,0.5,0.72,0.1642,37
4,10,17,0,4,1,1,0.56,0.5303,0.52,0.1343,568
4,10,9,0,3,1,2,0.42,0.4242,0.77,0,382
2,3,2,0,3,1,1,0.34,0.303,0.49,0.2985,3
3,8,12,0,1,1,1,0.74,0.6515,0.35,0.3881,207
3,9,13,0,4,1,2,0.68,0.6364,0.83,0.3881,126
1,3,5,0,5,1,1,0.3,0.3333,0.7,0,24
2,4,21,0,0,0,1,0.52,0.5,0.34,0.2239,130
2,3,17,0,2,1,1,0.5,0.4848,0.42,0.1045,307
4,10,16,0,4,1,1,0.66,0.6212,0.74,0.2239,276
4,11,23,0,5,1,1,0.32,0.303,0.53,0.2239,128
1,3,20,0,5,1,2,0.3,0.2879,0.7,0.194,87
2,5,18,1,1,0,1,0.86,0.7879,0.41,0.1642,249
2,5,0,0,4,1,1,0.52,0.5,0.94,0.1045,29
3,8,23,0,0,0,1,0.62,0.5758,0.83,0.0896,80
2,3,21,0,5,1,1,0.38,0.3939,0.66,0.1343,220
1,2,8,0,3,1,2,0.24,0.2273,0.7,0.2239,508
1,2,12,0,3,1,1,0.38,0.3939,0.46,0.3881,163
1,12,8,0,0,0,1,0.14,0.1667,0.69,0.1045,48
1,1,10,0,0,0,1,0.14,0.1061,0.46,0.3881,58
3,9,17,0,6,0,1,0.52,0.5,0.72,0.2239,359
4,12,0,0,4,1,1,0.32,0.3182,0.7,0.1642,50
2,6,15,0,5,1,3,0.72,0.6818,0.66,0.2836,258
3,8,17,0,1,1,1,0.82,0.7424,0.41,0,858
4,12,3,0,1,1,1,0.18,0.2424,0.74,0,2
4,10,10,0,6,0,1,0.4,0.4091,0.43,0,347
2,6,19,0,1,1,1,0.62,0.6212,0.38,0.4179,645
3,7,11,0,0,0,1,0.92,0.8939,0.42,0.2985,389
4,10,22,0,4,1,1,0.44,0.4394,0.51,0.3284,128
1,2,18,0,1,1,1,0.38,0.3939,0.43,0.2239,437
3,7,10,0,5,1,2,0.7,0.6667,0.79,0.1642,233
1,1,11,0,6,0,2,0.18,0.2121,0.86,0.1045,63
4,11,22,0,2,1,2,0.46,0.4545,0.88,0.1045,128
2,4,14,0,4,1,2,0.54,0.5152,0.77,0.194,169
1,3,13,0,1,1,1,0.32,0.2879,0.36,0.3881,70
1,2,13,0,2,1,2,0.2,0.2576,0.86,0,52
4,11,16,0,1,1,1,0.44,0.4394,0.3,0,346
4,11,22,0,2,1,1,0.36,0.3788,0.81,0,96
1,1,20,0,0,0,1,0.18,0.197,0.47,0.1642,57
3,9,21,0,3,1,2,0.66,0.6212,0.65,0.2239,213
1,3,6,0,3,1,1,0.44,0.4394,0.82,0.0896,121
2,4,0,0,6,0,2,0.3,0.2879,0.87,0.2239,31
2,4,23,0,2,1,1,0.46,0.4545,0.88,0.0896,52
3,9,20,0,4,1,2,0.62,0.5455,0.94,0.1343,285
4,12,3,0,5,1,1,0.2,0.2273,0.69,0.1045,12
4,12,2,0,5,1,1,0.24,0.2879,0.7,0,12
1,2,1,0,5,1,1,0.1,0.1364,0.54,0.0896,7
3,6,14,0,1,1,1,0.78,0.697,0.43,0.2537,251
1,2,22,0,4,1,2,0.3,0.3333,0.56,0,107
1,12,23,0,1,1,3,0.24,0.2879,0.93,0,11
4,10,12,0,3,1,1,0.62,0.6212,0.43,0.3284,214
4,11,17,0,4,1,1,0.32,0.2879,0.42,0.3881,399
1,12,22,0,6,0,1,0.38,0.3939,0.62,0.1343,38
4,11,15,0,1,1,3,0.44,0.4394,0.94,0.2239,108
1,1,1,0,3,1,3,0.22,0.2273,0.93,0.1343,7
3,7,11,0,5,1,3,0.72,0.697,0.74,0.194,212
4,10,10,0,6,0,1,0.52,0.5,0.77,0,337
3,6,5,0,5,1,1,0.7,0.6515,0.61,0.1045,45
